08/22/1988	0	4.410000
09/19/1988	0	2.050000
10/26/1988	0	1.010000
11/22/1988	0	15.780000
12/20/1988	0	7.230000
01/21/1989	0	10.930000
02/23/1989	0	11.880000
03/26/1989	0	9.500000
04/25/1989	0	5.390000
05/25/1989	0	13.330000
06/24/1989	0	5.970000
07/24/1989	0	6.510000
08/22/1989	0	2.080000
09/19/1989	0	1.740000
10/25/1989	0	6.690000
11/22/1989	0	8.250000
12/20/1989	0	5.570000
01/21/1990	0	10.280000
02/19/1990	0	6.760000
03/25/1990	0	4.500000
04/25/1990	0	6.300000
05/19/1990	0	11.200000
06/22/1990	0	6.000000
07/22/1990	0	5.900000
08/18/1990	0	3.000000
09/21/1990	0	3.500000
10/21/1990	0	4.300000
11/26/1990	0	3.900000
12/23/1990	0	2.380000
01/19/1991	0	4.730000
02/23/1991	0	4.600000
03/26/1991	0	3.590000
04/19/1991	0	2.930000
05/22/1991	0	2.890000
06/22/1991	0	5.190000
07/22/1991	0	4.330000
08/21/1991	0	0.720000
09/21/1991	0	3.460000
10/21/1991	0	2.770000
11/23/1991	0	1.860000
12/24/1991	0	6.020000
01/24/1992	0	12.100000
02/20/1992	0	10.580000
03/22/1992	0	11.650000
04/24/1992	0	7.920000
05/24/1992	0	9.610000
06/20/1992	0	23.110000
07/23/1992	0	2.780000
08/16/1992	0	1.780000
09/20/1992	0	2.460000
10/27/1992	0	3.780000
11/22/1992	0	3.700000
12/24/1992	0	4.440000
01/21/1993	0	4.710000
02/18/1993	0	4.070000
03/23/1993	0	3.050000
04/22/1993	0	2.390000
05/20/1993	0	2.940000
06/18/1993	0	5.150000
07/23/1993	0	3.450000
08/17/1993	0	3.330000
09/18/1993	0	4.950000
10/24/1993	0	1.430000
11/26/1993	0	8.450000
12/23/1993	0	6.620000
01/19/1994	0	5.560000
02/19/1994	0	2.360000
03/22/1994	0	9.310000
04/19/1994	0	5.940000
05/21/1994	0	2.700000
06/21/1994	0	8.940000
07/24/1994	0	1.580000
08/19/1994	0	3.590000
09/16/1994	0	1.800000
10/24/1994	0	1.690000
11/24/1994	0	1.010000
12/26/1994	0	6.940000
01/21/1995	0	6.750000
02/23/1995	0	7.160000
03/21/1995	0	5.060000
04/19/1995	0	4.820000
05/21/1995	0	11.190000
06/23/1995	0	1.570000
07/20/1995	0	2.620000
08/23/1995	0	2.460000
09/20/1995	0	0.490000
10/21/1995	0	1.320000
11/20/1995	0	7.140000
12/26/1995	0	2.580000
01/24/1996	0	8.140000
02/23/1996	0	6.410000
03/24/1996	0	8.620000
04/24/1996	0	7.660000
05/21/1996	0	5.460000
06/22/1996	0	6.470000
07/19/1996	0	2.870000
08/22/1996	0	4.033000
09/15/1996	0	3.950000
10/24/1996	0	1.240000
11/25/1996	0	1.634000
12/25/1996	0	5.440000
01/24/1997	0	3.690000
02/23/1997	0	8.150000
03/25/1997	0	5.770000
04/22/1997	0	4.360000
05/22/1997	0	9.130000
06/19/1997	0	4.170000
07/21/1997	0	4.520000
08/18/1997	0	2.070000
09/20/1997	0	1.490000
10/22/1997	0	2.550000
11/23/1997	0	1.450000
12/26/1997	0	7.115000
01/22/1998	0	5.140000
02/20/1998	0	4.510000
03/21/1998	0	3.080000
04/24/1998	0	4.490000
05/25/1998	0	3.030000
06/20/1998	0	10.100000
07/18/1998	0	2.560000
08/18/1998	0	3.040000
09/20/1998	0	4.530000
10/22/1998	0	3.060000
11/25/1998	0	2.960000
12/24/1998	0	2.248000
01/19/1999	0	3.320000
02/21/1999	0	3.900000
03/23/1999	0	4.510000
04/22/1999	0	5.970000
05/24/1999	0	1.970000
06/18/1999	0	7.870000
07/20/1999	0	1.860000
08/23/1999	0	1.960000
09/22/1999	0	4.140000
10/26/1999	0	1.170000
11/20/1999	0	2.060000
12/24/1999	0	10.430000
01/21/2000	0	7.500000
02/22/2000	0	8.910000
03/20/2000	0	4.720000
04/21/2000	0	4.910000
05/18/2000	0	6.560000
06/18/2000	0	9.070000
07/18/2000	0	3.500000
08/19/2000	0	2.550000
09/16/2000	0	2.060000
10/27/2000	0	0.730000
11/24/2000	0	3.780000
01/19/2001	0	5.190000
02/22/2001	0	6.680000
03/21/2001	0	6.340000
04/24/2001	0	7.060000
05/25/2001	0	6.790000
06/20/2001	0	2.920000
07/20/2001	0	3.130000
08/21/2001	0	2.180000
09/18/2001	0	0.420000
10/27/2001	0	7.570000
11/20/2001	0	1.970000
12/23/2001	0	8.660000
01/24/2002	0	4.860000
02/22/2002	0	4.860000
03/22/2002	0	3.800000
04/25/2002	0	4.250000
05/19/2002	0	6.810000
06/20/2002	0	5.460000
07/24/2002	0	3.410000
08/21/2002	0	4.430000
09/20/2002	0	5.240000
10/26/2002	0	3.430000
11/25/2002	0	19.490000
12/21/2002	0	21.500000
01/20/2003	0	12.390000
02/19/2003	0	6.030000
03/23/2003	0	12.910000
04/21/2003	0	4.860000
05/20/2003	0	7.400000
06/24/2003	0	8.360000
07/20/2003	0	3.530000
08/19/2003	0	2.800000
09/20/2003	0	2.450000
10/21/2003	0	5.150000
11/24/2003	0	5.280000
12/25/2003	0	4.760000
01/20/2004	0	5.670000
02/23/2004	0	3.080000
03/20/2004	0	4.240000
04/22/2004	0	3.280000
05/19/2004	0	7.920000
06/19/2004	0	4.160000
07/17/2004	0	3.250000
08/20/2004	0	1.240000
09/21/2004	0	1.630000
10/22/2004	0	5.130000
11/20/2004	0	5.240000
12/22/2004	0	6.390000
01/19/2005	0	3.970000
02/21/2005	0	4.537000
03/21/2005	0	3.570000
04/21/2005	0	2.470000
05/25/2005	0	2.850000
06/22/2005	0	2.390000
07/18/2005	0	6.030000
08/21/2005	0	2.440000
09/18/2005	0	1.190000
10/21/2005	0	2.840000
11/22/2005	0	6.100000
12/21/2005	0	3.710000
01/20/2006	0	4.460000
02/20/2006	0	5.770000
03/20/2006	0	4.600000
04/23/2006	0	2.500000
05/23/2006	0	9.430000
06/19/2006	0	4.090000
07/18/2006	0	2.920000
08/19/2006	0	2.730000
09/19/2006	0	1.270000
10/21/2006	0	5.710000
11/20/2006	0	5.820000
12/25/2006	0	6.370000
01/21/2007	0	3.670000
02/20/2007	0	3.710000
03/23/2007	0	3.760000
04/25/2007	0	2.440000
05/21/2007	0	1.860000
06/22/2007	0	2.210000
07/18/2007	0	2.360000
08/19/2007	0	1.390000
09/17/2007	0	3.060000
10/23/2007	0	2.230000
11/25/2007	0	8.020000
12/26/2007	0	4.670000
01/19/2008	0	4.060000
02/18/2008	0	2.420000
03/21/2008	0	1.730000
04/23/2008	0	1.760000
05/21/2008	0	4.060000
06/22/2008	0	4.050000
07/18/2008	0	2.420000
08/20/2008	0	2.520000
09/19/2008	0	3.070000
10/22/2008	0	1.000000
11/23/2008	0	9.080000
12/22/2008	0	7.240000
01/21/2009	0	3.630000
02/18/2009	0	4.980000
03/25/2009	0	2.970000
04/21/2009	0	7.000000
05/23/2009	0	1.890000
06/21/2009	0	16.170000
07/18/2009	0	0.810000
