01/20/1980	0	4.480000
02/20/1980	0	4.060000
03/25/1980	0	4.640000
04/19/1980	0	4.070000
05/20/1980	0	23.760000
06/19/1980	0	9.010000
07/17/1980	0	2.780000
08/19/1980	0	1.760000
09/20/1980	0	2.480000
10/26/1980	0	1.690000
11/23/1980	0	1.210000
12/21/1980	0	5.190000
01/21/1981	0	3.450000
02/23/1981	0	10.740000
03/21/1981	0	3.130000
04/21/1981	0	4.770000
05/25/1981	0	4.010000
06/23/1981	0	5.750000
07/19/1981	0	2.870000
08/23/1981	0	3.290000
09/18/1981	0	2.040000
10/22/1981	0	2.600000
11/21/1981	0	4.360000
12/22/1981	0	4.080000
01/23/1982	0	1.740000
02/19/1982	0	1.590000
03/22/1982	0	4.340000
04/24/1982	0	2.820000
05/22/1982	0	2.570000
06/24/1982	0	8.780000
07/18/1982	0	2.380000
08/20/1982	0	2.370000
09/20/1982	0	2.500000
10/25/1982	0	1.650000
11/25/1982	0	7.170000
12/25/1982	0	5.550000
01/21/1983	0	4.540000
02/18/1983	0	7.120000
03/20/1983	0	2.810000
04/21/1983	0	4.450000
05/24/1983	0	3.410000
06/19/1983	0	2.570000
07/23/1983	0	3.410000
08/21/1983	0	1.990000
09/16/1983	0	4.330000
10/27/1983	0	7.410000
11/21/1983	0	5.370000
12/22/1983	0	3.530000
01/19/1984	0	4.940000
02/22/1984	0	5.150000
03/22/1984	0	4.110000
04/20/1984	0	4.270000
05/19/1984	0	3.190000
06/22/1984	0	3.250000
07/18/1984	0	9.090000
08/18/1984	0	2.640000
09/15/1984	0	2.970000
10/23/1984	0	1.250000
11/25/1984	0	5.870000
12/25/1984	0	8.100000
01/23/1985	0	5.650000
02/20/1985	0	4.390000
03/22/1985	0	4.470000
04/19/1985	0	3.060000
05/21/1985	0	16.380000
06/21/1985	0	21.100000
07/21/1985	0	4.040000
08/21/1985	0	2.020000
09/19/1985	0	2.450000
10/23/1985	0	5.550000
11/21/1985	0	6.020000
12/23/1985	0	5.570000
01/25/1986	0	5.650000
02/24/1986	0	5.540000
03/23/1986	0	4.590000
04/23/1986	0	7.990000
05/24/1986	0	10.000000
06/18/1986	0	6.270000
07/22/1986	0	3.230000
08/17/1986	0	2.180000
09/18/1986	0	2.600000
10/26/1986	0	2.300000
11/20/1986	0	7.090000
12/25/1986	0	3.020000
01/24/1987	0	4.540000
02/19/1987	0	3.920000
03/20/1987	0	2.660000
04/20/1987	0	3.340000
05/19/1987	0	1.920000
06/21/1987	0	3.660000
07/20/1987	0	4.400000
08/19/1987	0	1.690000
09/22/1987	0	1.010000
10/25/1987	0	1.190000
11/23/1987	0	0.790000
12/22/1987	0	9.700000
01/24/1988	0	4.310000
02/23/1988	0	6.320000
03/23/1988	0	5.750000
04/21/1988	0	3.020000
05/21/1988	0	2.020000
06/19/1988	0	1.430000
07/22/1988	0	1.290000
